order_id,customer_id,status,order_amount,created_at,prepared_at
b4ec78ff-661b-45f4-a6b3-c3d0bf40ec70,2c8a39c6-06d4-4b51-bf47-424783e3d2ff,Delivered,346.83,2025-03-28T20:13:29,2025-03-28T20:32:29
b8febe26-72ca-4a9e-a241-3362599b79d7,fadbc742-219a-48c0-a980-f009596c736b,Cancelled,1037.88,2025-06-14T07:44:34,2025-06-14T08:21:34
a4f3d311-92a8-4f37-b291-07717052b274,da8de354-a048-491b-908e-6cd81c67c46f,Delivered,257.31,2025-11-22T10:23:15,2025-11-22T11:07:15
5999c845-773e-4a32-b58b-3f316d19f893,b61f571d-adc8-47e2-9698-707d9adb8074,Delivered,1232.61,2025-04-27T05:00:17,2025-04-27T05:40:17
85dc5f44-85b0-4ad1-9d7c-f70e7bea5b7a,b7218801-1ed2-4b6c-ad24-743cbce95cb5,Delivered,259.5,2025-06-18T03:48:58,2025-06-18T04:01:58
5b7fad89-9bed-4e9a-b277-827eb6dfd2a6,cd7b3b7f-3675-420c-82b9-88f9af411314,Delivered,888.98,2025-08-17T07:06:38,2025-08-17T07:49:38
9d9633e6-16d7-4484-823d-26806ee80a7f,2c19142d-962b-446b-a554-454e7757a2c0,Delivered,129.3,2026-02-20T16:21:58,2026-02-20T16:33:58
f52f906a-0e49-4c8f-a635-a82be64a0b3d,f42224a6-d1b1-4e56-bfdd-6ac54c22db6f,Delivered,255.73,2025-06-16T12:02:59,2025-06-16T12:26:59
67fcfa25-f14b-49ec-8303-6f15c7766492,5de9878d-db9a-404c-b0bd-21b55c41f5e5,Delivered,1007.12,2025-03-19T20:57:27,2025-03-19T21:40:27
c176bc56-6169-4143-93ad-9b6e141afc02,c8ffadd9-166e-46e6-b223-5096bcbc8b6c,Delivered,393.13,2026-01-20T19:22:24,2026-01-20T19:32:24
d50a413c-29d3-4e6a-9e76-e4271d52b42f,2e80fb3a-6d2c-4fe2-a09b-0e6eb8f2e3b2,Delivered,1125.48,2025-12-29T03:12:08,2025-12-29T03:47:08
a45bf43e-29ad-4aa5-bda4-350b7b8ccdd1,251624ba-6289-4ac3-b400-4e6f1d13d856,Delivered,1126.13,2025-08-27T10:55:10,2025-08-27T11:40:10
3a345540-a746-4be2-9b6e-9f714d9372b1,a46b7ae5-1b10-4d95-af40-9923621133ad,Delivered,1265.45,2025-09-17T10:41:55,2025-09-17T10:58:55
0719abf0-dadc-4f24-a1e4-456ae083418c,efa7bf49-5052-47c4-8ee8-fac464bd0bd7,Delivered,175.03,2026-02-25T00:33:10,2026-02-25T01:18:10
ddee341f-231c-427b-bb3e-be416058da47,cd89aaba-29f2-44dc-a286-338666646bfb,Cancelled,508.3,2025-03-24T09:50:55,2025-03-24T10:16:55
445ded05-2e04-4ae9-a97e-31c05230b1a1,8836b1a5-72b4-49ff-95cd-021188ca3cbd,Delivered,760.41,2025-08-02T15:38:14,2025-08-02T16:22:14
c0875e21-b874-43ae-9c28-97b311a1b22d,1234365b-8ca5-4c42-b29e-88e8f2651182,Delivered,321.51,2025-10-28T17:42:50,2025-10-28T18:21:50
6526e1f3-41a5-420f-82e3-e0b1e769d9ae,22d325d8-55c5-463a-905a-fea4cc55f81c,Cancelled,1318.48,2026-03-12T11:13:07,2026-03-12T11:35:07
fa467b26-3a7d-4103-9440-728d53655d15,4eb047ac-61ff-4920-a245-583209c2bf86,Failed_Delivery,886.24,2025-04-06T21:31:32,2025-04-06T22:07:32
a73ce065-7c6d-4d6f-a80a-406f7742dbd1,268fdeaf-0af2-45b5-9951-928339db3a0c,Delivered,709.49,2025-10-16T21:27:55,2025-10-16T21:57:55
09d0b7ec-293d-499f-97e3-185feea1e629,9b63e672-2945-45c8-af60-705cddd75df3,Delivered,248.09,2026-01-09T04:14:24,2026-01-09T04:29:24
b06cba92-5fe8-4a77-84b4-d0d5ee8484cf,31e669be-adcd-4504-b380-b9ee46300572,Delivered,336.35,2025-08-12T05:54:49,2025-08-12T06:19:49
99d66121-53d5-42ab-b3e9-2d7fb9d9b8e6,c64b05e7-3000-42c4-b50d-1ef4188e6cb1,Delivered,1026.58,2025-12-22T03:35:50,2025-12-22T03:54:50
1687b339-e491-4a94-a2f0-8c7282b30e1a,08807da5-d178-47b0-8adb-6cfdde988cca,Delivered,283.74,2025-07-30T14:54:49,2025-07-30T15:32:49
cf11ffa9-338f-459d-9889-a334517a9903,5daf1d2d-3d9c-440c-8c1e-f4a6e6b11554,Delivered,490.72,2025-05-28T16:28:20,2025-05-28T16:38:20
04650c67-4885-4b6d-bc8f-d656e529d361,bdc64521-7663-431e-881f-7c92d7664a70,Delivered,59.11,2025-11-16T05:42:15,2025-11-16T06:27:15
2bf2ff55-c066-4109-b042-bb15c4c3230d,2c02b5b9-4648-4129-80c1-c27941a05928,Delivered,1322.02,2025-06-08T00:40:41,2025-06-08T00:50:41
a6b7242a-242c-4826-b3e9-5002a5771dc1,5135f41a-65ec-4ff3-9027-d12a7c239cf1,Delivered,1313.28,2025-03-12T11:20:43,2025-03-12T11:50:43
d36564dd-804e-4b0b-a8ce-fbfd5fe9d7a2,c3bee532-18d6-4a23-8442-d3ac3ccb3822,Cancelled,1211.89,2025-03-16T00:05:57,2025-03-16T00:16:57
d97d4e5f-bde1-4cf7-945e-8e6433694fb0,430afa60-71d4-461e-8e56-0591eb46fee0,Delivered,1264.12,2026-01-26T21:55:44,2026-01-26T22:14:44
7aa892a2-94ee-4879-a00a-4cfcd5aa90bf,13ac9bd6-f387-44b4-aaf3-a78b20936842,Delivered,1496.17,2026-01-27T21:24:43,2026-01-27T21:55:43
7a2ca969-26ad-4836-8e81-0ea4c5ec9328,973164ee-e4a1-419e-8f68-6e2b860ec5ff,Delivered,291.11,2025-04-20T05:02:38,2025-04-20T05:41:38
98fc3146-122a-4807-ba16-4a9cabaf9d56,885aa13f-e855-43e1-9595-cb0b361a707b,Delivered,670.24,2025-06-04T22:37:13,2025-06-04T23:09:13
8b0444e0-ff7c-4e92-a2d8-cea04abd8e07,ccf1f570-9a4c-4133-ab67-92dc916c4cde,Delivered,361.38,2025-10-05T10:26:02,2025-10-05T10:39:02
3e273289-a297-41e1-b9f5-2fcefd71ad91,675b69bb-9540-432d-b8f4-817d1477d20f,Failed_Delivery,888.44,2025-10-04T03:33:25,2025-10-04T03:53:25
52ea2366-84db-46b0-b36f-4179abed6cc1,83eade69-5dfb-49a9-b3f6-daaed9a12acd,Failed_Delivery,54.37,2025-12-17T05:12:14,2025-12-17T05:52:14
54d49284-2ea9-46e8-83e6-9425cabcc8c6,e1725cee-9d8a-4d6c-b186-60e382456ef6,Delivered,497.38,2026-01-19T16:45:03,2026-01-19T16:59:03
941ab52d-8649-421f-9590-6e1d2ccfd2c2,41ec7a08-c37b-4e92-ace4-2a640290f615,Delivered,451.53,2026-02-03T03:00:49,2026-02-03T03:25:49
84d24aaa-db96-484e-b460-dea5bae25de9,3661e854-bd06-4262-bf64-ed4161e48937,Delivered,743.91,2025-11-30T07:50:43,2025-11-30T08:27:43
d8340566-e2e3-417d-a9ea-6f9aace97c24,652e2115-ddf6-42e2-93b9-a40ab9187949,Delivered,916.24,2025-10-31T05:49:51,2025-10-31T06:31:51
9060b5e3-336a-491c-bf56-e8cdce3272fb,f42224a6-d1b1-4e56-bfdd-6ac54c22db6f,Delivered,433.64,2025-04-25T10:41:33,2025-04-25T11:03:33
42e42087-0ccc-4a68-b0a9-71b9227dbacb,da4c58dc-1a4d-4767-88bc-e349474f0bb8,Delivered,661.95,2025-06-15T03:37:21,2025-06-15T03:49:21
a8f40ad3-5336-4a5a-8e5c-1d48250d4b0d,e2f0e8bb-e0e8-43a6-a820-14c8de31a234,Delivered,860.45,2025-06-20T15:53:57,2025-06-20T16:05:57
742bc47f-4fb4-4b98-a9e9-a2032b291679,b6414eb7-e936-46dd-83a0-feef2aee7fa2,Delivered,407.97,2025-08-17T16:28:40,2025-08-17T16:50:40
d9cc9520-707b-4c62-b0cf-9040fd75ea71,9c5bd76d-ccf4-4f35-84a0-6f06991c9541,Delivered,800.74,2025-09-21T04:45:20,2025-09-21T04:59:20
974cbf64-c8d3-425d-96b7-362e09a60fd8,7f5d56ab-d139-4b93-b773-d75634dd23a0,Delivered,1158.74,2025-05-16T02:20:56,2025-05-16T02:53:56
70957cdf-3ed7-414a-aff4-9d05d8d86a32,ed05a599-9801-4a02-850a-edc7a22ecb0a,Delivered,302.55,2026-01-22T12:08:10,2026-01-22T12:31:10
1ffaeda4-b387-4ee0-aa63-063110be5472,ef88a4d1-a783-4217-ad72-98b89c874029,Delivered,671.6,2025-05-19T03:30:52,2025-05-19T04:06:52
ad8b483e-7786-4ffa-8e42-d040667795dd,ce53263f-1250-48d9-a85a-145d4e4fce0f,Cancelled,833.73,2025-09-06T22:20:38,2025-09-06T22:44:38
da648838-72f0-4d80-9698-b12f90479ade,8ac27262-32e2-4056-a5c4-513892ae2454,Delivered,722.99,2025-12-13T16:33:46,2025-12-13T17:00:46
0db54ac7-26a8-4bd8-8a28-cfaf29a40ced,87d51038-dc68-4a09-88cb-3b7f1804b220,Delivered,785.67,2026-02-07T00:40:20,2026-02-07T01:06:20
bd60b754-42a7-46c9-8bb7-e4875e6416b4,64b59cb5-b4c2-49c0-8fd1-2ea186087d21,Cancelled,1395.29,2025-06-04T14:06:56,2025-06-04T14:48:56
ad446830-0988-438c-ad54-81925255e7e6,904ef53d-6be2-4e83-ba6b-b60426cd046d,Delivered,1487.18,2025-09-24T03:27:22,2025-09-24T04:10:22
4053c8d7-fc84-4e78-9470-7912513eb475,59e2ba9a-2ae4-41c8-bef2-76640a6b346f,Delivered,596.65,2025-09-03T04:25:01,2025-09-03T04:55:01
7284835f-fe1e-4b7c-9662-5e539c2afef7,61cc2fb2-4d9c-406a-a394-b19f50f11eec,Delivered,168.49,2026-02-01T18:49:04,2026-02-01T19:19:04
adff71a4-8677-4ed0-a737-06ea512214f3,5837cd39-7ab8-450f-b2a3-2645a762ddcb,Delivered,407.17,2025-12-07T18:47:51,2025-12-07T19:15:51
6d2807ba-94c1-470f-b59d-85e7cdf5955c,6518e153-d56e-4ab8-b99c-3bcec35c27b4,Delivered,1451.6,2025-06-07T22:31:00,2025-06-07T22:47:00
7089e424-560d-43ca-9f89-84980f03c82e,687201e8-5b67-48f5-be36-a6afec94b319,Delivered,105.2,2025-09-05T09:44:48,2025-09-05T10:26:48
f0587a2f-9c0a-4c07-8ab7-eef8616029b2,d61bc8e4-d2bf-46dd-bd15-5dc32cd4d53c,Delivered,1412.34,2025-12-11T17:33:16,2025-12-11T18:15:16
c0604640-852c-41d7-b8e4-33952da924f5,2e4a89d7-b11b-4e22-8d21-9da97d9487c1,Delivered,285.8,2025-12-05T21:00:17,2025-12-05T21:19:17
da4e01ca-3a59-404f-b596-267a8d56efaa,9c767d88-5f9e-46b1-9d4f-3c9ae5f7f7c5,Delivered,1459.45,2026-01-26T18:03:14,2026-01-26T18:42:14
c21a7c94-22db-48a3-a850-ff8e8641a88b,4503ab78-f958-419e-85c3-dab8d1aa72b8,Cancelled,1085.53,2026-01-25T09:10:44,2026-01-25T09:24:44
f2c1e220-933d-494d-9742-12b5336f70bc,97ef6871-b758-40ef-a53a-81e753f03d2e,Delivered,761.32,2025-04-11T20:48:39,2025-04-11T21:28:39
62dbbc09-e4fd-4ea3-8409-3c3958fdedc2,34e4e33e-2685-4806-a91e-6e53fd15b06e,Delivered,637.47,2025-09-28T09:18:52,2025-09-28T09:37:52
5d8b876b-c905-472b-a138-16d67b6d9907,ed05a599-9801-4a02-850a-edc7a22ecb0a,Delivered,222.15,2025-07-23T13:33:47,2025-07-23T13:46:47
4e87aeae-4524-463a-8f99-9ce02d9690ab,b8c2b348-1fa2-4f12-973d-0445bb867c0c,Delivered,516.16,2025-12-27T18:52:46,2025-12-27T19:04:46
81d37483-4ad5-4f95-8b27-5cce42757da5,a7dc48f1-0182-478c-9d67-3fb432e12671,Cancelled,1209.1,2025-06-10T10:34:54,2025-06-10T10:48:54
64ace66b-5e00-496b-b81f-37dfe7f7a390,dd31762f-2099-4ef8-9ac6-5cc5d49a6cb6,Delivered,853.65,2025-03-15T04:31:22,2025-03-15T04:54:22
1c39efe6-c354-4ff1-8533-edaa68aba126,4da386f3-a0d7-4913-96f1-b0e0a4ba15a7,Failed_Delivery,508.3,2025-07-03T23:38:43,2025-07-04T00:21:43
cec37892-f850-41a6-aca2-9adf98b1c242,b5787bad-5789-4d88-91d4-5879533ef228,Delivered,121.11,2026-01-29T20:33:26,2026-01-29T21:12:26
733b5668-8604-49de-b6b9-587d81a1ab3d,192c6dbc-5c9e-4368-9782-9092c8629d16,Delivered,672.67,2026-01-14T12:41:18,2026-01-14T13:07:18
5c0d87e0-5751-4f23-89c4-07379be3c0e6,592cb0d3-ba98-4e3c-a69c-0167ccf1e0a5,Delivered,680.07,2025-07-29T17:42:53,2025-07-29T18:24:53
f0c5524f-f46c-4ef1-9ba7-71207098653b,9d6ad413-ecd2-48c8-95e7-f576d28e561a,Delivered,312.09,2025-08-23T20:57:21,2025-08-23T21:14:21
7252a79c-9396-4e6c-b4cb-9517ebd0aeda,77c364fb-0dfd-4b6c-a25c-cad4314df92b,Delivered,806.52,2025-12-12T12:04:21,2025-12-12T12:25:21
b7e6ff89-202f-45d8-a891-db97ef40a510,136c3ae8-7658-4a38-90e1-fe91ea047e8b,Delivered,62.86,2025-12-12T16:16:56,2025-12-12T16:26:56
4b321eec-427c-466e-a1d7-f3b9e1a4eabf,d7924bbc-c9cd-4c7e-9783-3c43f87624df,Delivered,868.94,2025-04-10T15:49:47,2025-04-10T16:12:47
ef0f0283-e98d-4797-9cb3-6e9606d23da9,d5b638b3-69df-45f0-92bd-03a30205319a,Delivered,443.45,2026-01-15T02:43:08,2026-01-15T03:10:08
93ebb51a-c1ef-4ffb-9a0f-a6ffb2cc3ef7,c5dad48b-e83f-4f55-b446-a5039302f84b,Delivered,262.26,2025-11-08T12:09:56,2025-11-08T12:30:56
a90d0935-0877-4c58-a39c-d987bcad9fa6,34133f0c-dd23-4953-82b6-9811fbd8c639,Delivered,60.24,2025-11-21T09:45:51,2025-11-21T09:58:51
f653583d-d7aa-4b24-b8ef-036e9d8a0ff9,3b5bfddb-a33e-4286-adba-ac59d2b2b6d1,Delivered,142.78,2026-01-11T03:28:37,2026-01-11T03:50:37
3fd3b963-3536-4ffb-ba2d-d26d96848857,14748c8c-bd21-4bd5-b479-830aa54a1ccc,Delivered,196.15,2026-02-16T05:33:57,2026-02-16T05:47:57
36dbeba8-f0b3-4bd5-9aaf-d3314129e853,db2c304b-9abe-4bf1-8907-70fcd90635d0,Delivered,319.15,2025-12-29T02:36:14,2025-12-29T03:08:14
230a4a9b-8de7-45c6-a203-a0031f917b65,02a6a8fc-6edc-417b-b975-3df8c5808588,Delivered,1264.26,2025-08-15T13:55:49,2025-08-15T14:20:49
6e0a7b63-2fa3-4128-8c48-f0878e1edd23,5c40d51e-3d00-4efc-b9fb-987e809a76fd,Delivered,567.84,2025-12-31T23:29:07,2026-01-01T00:02:07
6b9d6a69-4aec-4b20-b2b8-5a6d52be703f,51e3a554-2b4d-488e-951d-73db6482d34e,Cancelled,187.96,2025-08-22T04:54:19,2025-08-22T05:07:19
a6142176-5cb8-40fc-8d62-7e6f3f52b16a,12864e45-70c7-46eb-b1b2-a03ae9e349c0,Delivered,1487.95,2025-06-27T17:56:14,2025-06-27T18:26:14
7536e633-76a2-456d-87c0-acb7e5aff5b9,cd8beca7-c07e-4b36-a1d8-da8dc8cc5c15,Delivered,1288.59,2025-11-06T19:12:54,2025-11-06T19:43:54
7a4edc63-5988-43f1-ad32-f936f4ad2573,87d51038-dc68-4a09-88cb-3b7f1804b220,Delivered,326.55,2025-09-08T05:14:02,2025-09-08T05:30:02
1bf95407-de2a-449b-bdbd-b86509c1f591,f4e7fbb5-77cc-47d9-bad9-1d422fce8da6,Delivered,107.44,2025-07-11T13:16:21,2025-07-11T13:48:21
6192e8f6-1ad9-4108-83df-8a6b59d8e1d8,c9026ab3-aea6-4bc9-b7fb-901b8479b04d,Delivered,1057.28,2025-04-11T18:33:40,2025-04-11T18:56:40
b29869ea-e0f6-44eb-9fc0-bb80a976e064,dcad9656-2830-404a-a41c-1763e6a111d7,Delivered,613.5,2025-09-08T05:53:56,2025-09-08T06:13:56
ad2bd7ac-8b21-4330-afd4-14e5ba57f64e,1481a004-15aa-4826-8cd6-e01916a1c6f9,Delivered,391.76,2025-07-22T08:44:13,2025-07-22T09:02:13
02fc3e62-c189-4ca9-9e60-dbff2065bf53,2601ada9-a417-4eef-86b8-4c4a3ecc56b5,Delivered,745.5,2026-02-22T03:37:19,2026-02-22T04:12:19
4a4f5b6b-ed85-4b6a-a3aa-c1cee3b42174,1df39185-2d94-4d6a-9aac-28437e8135a9,Delivered,791.03,2025-04-17T16:13:25,2025-04-17T16:46:25
65bc6d8b-5a8a-4db6-b871-df43d759b976,fec47404-b357-4129-b042-0f3e592697eb,Delivered,520.76,2025-10-28T19:28:42,2025-10-28T19:47:42
728efb48-28bc-4cbb-bbec-5e74d9ce0c71,41bf7559-6ce6-433e-b5cf-2a56b836279c,Delivered,1027.91,2025-08-29T03:06:44,2025-08-29T03:21:44
acbc87e3-900c-43d3-a972-6f43899844e1,b40f3c05-3f07-4de5-9d60-5ac6ce7ff0c0,Delivered,1042.78,2025-03-14T10:46:36,2025-03-14T11:28:36
be811f71-fae3-4557-bd20-d2d19603e529,0fae930d-fa38-41b0-adc5-6df683a4434a,Delivered,1493.17,2025-05-24T10:49:36,2025-05-24T11:01:36
27b57bef-5fec-4de0-9875-f7b4f9054fa2,498556a7-aa50-4856-b1fa-08d20937dc4b,Delivered,491.68,2025-05-29T16:07:51,2025-05-29T16:24:51
98042578-de82-42a2-89fa-646982013613,2d31be88-fe08-4c48-9850-8274cb3da0f6,Delivered,849.67,2025-04-02T05:02:54,2025-04-02T05:46:54
56847766-c719-4243-a732-67386bb50387,da421152-8c93-4dd9-9891-56ca7f2a57ce,Delivered,279.05,2026-01-08T16:20:50,2026-01-08T17:05:50
b1bdeadf-39a0-47c3-87a5-3f5416c0c15a,d4432b7b-02e3-4eab-a3f8-dea96a568002,Delivered,991.47,2026-02-20T12:44:39,2026-02-20T13:20:39
3e01efdc-9ace-410b-8c7a-b73c2c2b2591,772b59bd-2b09-4263-8cba-3aec1a6b673c,Delivered,193.98,2025-11-23T00:44:44,2025-11-23T01:23:44
a63e2e9c-a010-4b58-bfd2-ab42dd7c5e83,ed27dcb9-e979-41c5-ba1f-91fc543f248e,Delivered,439.1,2025-12-18T11:22:09,2025-12-18T11:51:09
6ce5a6d4-d627-46f1-bf44-f42a6dbfc2a1,0d51b6a4-d561-46d1-8029-70ee57ab6d9a,Delivered,381.17,2026-01-29T23:37:45,2026-01-30T00:08:45
2c927ba2-aa49-4a38-9ca2-145258f8ed7c,884ac32b-8803-4497-be7b-68f4a5942067,Delivered,1481.05,2025-12-16T22:05:55,2025-12-16T22:31:55
b363d8cc-826c-4768-a3e3-7f6e1a1e8307,125c96a9-4d04-4443-9062-c207b3413df6,Delivered,1458.03,2025-06-04T00:35:28,2025-06-04T01:14:28
b758cbaa-0ca7-43cc-a4da-48074b6a6ad6,980d3fac-ad60-4e14-85eb-87f0227f47e3,Delivered,280.64,2025-05-30T12:37:13,2025-05-30T13:00:13
d5c636d0-fffa-4682-8509-01f1bf52217b,cf55ff94-02fb-4464-9475-d6b59d48c49f,Delivered,162.69,2025-06-28T22:22:32,2025-06-28T22:49:32
5f472606-9410-4e51-ab64-1f2ea44cab98,becf67ee-46fc-4212-be95-2a6a11dc3ecb,Delivered,1045.86,2026-02-15T04:45:33,2026-02-15T05:11:33
05dd8dfc-3147-47b9-b2de-640bfa4a355c,35d5f771-9e14-40f3-b8ff-327e53b40ec6,Delivered,1216.36,2025-04-11T06:57:47,2025-04-11T07:39:47
e39c3132-4e08-4d94-989a-e7d7c561dcd3,d71a34f1-de41-4f0e-b55f-fa155ac7fa06,Delivered,666.32,2026-01-06T04:12:42,2026-01-06T04:52:42
3d68bd4b-2f79-4491-8038-5eed4ff23c2e,07696c1a-aba5-411c-8e1c-d9f3813f061a,Delivered,309.91,2025-08-12T09:28:59,2025-08-12T09:58:59
51642df3-b60a-41d6-af4a-d4357998d268,14748c8c-bd21-4bd5-b479-830aa54a1ccc,Failed_Delivery,479.94,2025-04-17T22:56:59,2025-04-17T23:22:59
24b9ede5-e597-430b-870d-4a18475f195a,94b98b60-1d29-42da-8a51-85bd04bcdf16,Delivered,237.16,2025-10-27T14:44:29,2025-10-27T15:10:29
03a1aaa4-4f07-4873-bff2-d27b58282bee,3661e854-bd06-4262-bf64-ed4161e48937,Delivered,806.29,2025-05-20T04:37:40,2025-05-20T05:09:40
7b805ea6-6997-4296-9349-554962a6b655,36debc13-7477-4885-80e1-677686626878,Delivered,147.71,2025-11-15T15:34:43,2025-11-15T15:53:43
755184ae-e71e-4351-82e7-0aacd17c29f5,9df69cd9-89e1-4514-b023-faa92caec2db,Delivered,170.05,2025-10-31T06:39:37,2025-10-31T06:49:37
e77928aa-b390-4a2f-b844-51ddbe506638,9d6ad413-ecd2-48c8-95e7-f576d28e561a,Delivered,865.97,2025-07-14T18:04:47,2025-07-14T18:32:47
390b8800-81a2-406f-ae0a-a4c5ddb64282,5191ffef-0262-4b9b-bb2b-91cdb4f22902,Failed_Delivery,218.06,2025-04-12T10:24:56,2025-04-12T10:56:56
f2e6146a-4807-40ae-b3de-35ac9f78ba98,9b8017b1-ff41-4e9d-b0e4-ba975efba822,Delivered,1002.05,2025-06-13T22:20:53,2025-06-13T22:33:53
79d73305-321a-484d-88c9-cafef2633309,7b6c532a-437b-40e7-a1af-60cf820b1301,Delivered,249.87,2025-05-26T12:29:46,2025-05-26T13:10:46
06f19338-1306-48ec-b8a8-859b7f2523c0,d4432b7b-02e3-4eab-a3f8-dea96a568002,Delivered,656.46,2025-10-16T12:39:33,2025-10-16T12:54:33
897b0355-a095-4a75-9992-bf7c63a6249d,c43c67db-cf10-4881-b7ab-81fde89ba258,Delivered,901.89,2025-06-02T02:04:08,2025-06-02T02:48:08
4b87205b-7100-4a5b-a57b-ccdf0ab7a44d,e30cf86c-f1a5-4be3-a904-ee5715069161,Delivered,1481.31,2025-09-09T07:15:20,2025-09-09T07:59:20
47e8e697-d6ec-4e16-9f55-e24210ff5b0c,c8712eae-8747-4046-aa3b-45c966e3b8d7,Delivered,760.17,2026-02-12T04:05:22,2026-02-12T04:26:22
570e749c-36bb-49e0-9a6f-0e7e3c0ad7f1,b47bfad8-4b39-4781-bdde-58f818fdd19e,Delivered,481.45,2025-09-09T20:42:38,2025-09-09T20:54:38
abab192a-3511-49ff-9dbb-e0c77f2b67b3,32fe9eed-2fc2-4b6e-8717-dc9fb795c40d,Delivered,138.08,2026-01-10T15:58:51,2026-01-10T16:24:51
0fd0f87b-cbb9-4b3e-8392-d3cd632ebe57,dfa61f8b-40a9-4cd0-8474-9752389fcb75,Delivered,735.42,2025-06-16T05:31:55,2025-06-16T06:12:55
8b0646a5-531f-434f-bc7d-e09faff3a11f,58bf86f0-6016-4aa1-8b7d-a279c0c32b57,Delivered,1409.12,2025-06-28T09:02:53,2025-06-28T09:43:53
555cc656-a153-48ec-9e0a-919e81c8ecf2,a78806e2-e76b-4932-b0e8-beb1063b4977,Delivered,1386.51,2025-07-27T08:47:15,2025-07-27T09:26:15
40c43518-a466-442f-9118-ec44a15c2753,8f339e20-7250-4b0f-8dc7-9397c8f60a50,Delivered,1344.79,2025-04-30T14:25:09,2025-04-30T14:48:09
b83b3e95-837b-4176-a990-b13726734177,bf4c2f15-f7f3-428a-85fd-bd0d7241df97,Delivered,1010.75,2025-10-19T17:06:38,2025-10-19T17:24:38
898a0c0a-0e8e-4121-a0f8-57fd2a029551,f85692f7-2714-4894-bffd-e2dc457a9fa9,Delivered,859.7,2025-07-12T10:58:09,2025-07-12T11:32:09
